name,category,price,slug,image_url
Hodmoser,Aperitivos y Licores,$26400.00,hodmoser,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/hodmoser
Malibu 750ml,Aperitivos y Licores,$21500.00,malibu-750ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/malibu-750ml
Martini Dry,Aperitivos y Licores,$12800.15,martini-dry,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aperitivos-y-licores/martini-dry
Coca Cola 1 5L,Gaseosas,$4000.00,coca-cola-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-1-5l
Coca Cola 2 5L,Gaseosas,$5500.00,coca-cola-2-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-2-5l
Coca Cola 500ml,Gaseosas,$1500.00,coca-cola-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-500ml
Coca Cola Zero 500ml,Gaseosas,$1500.00,coca-cola-zero-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-zero-500ml
Coca Zero 1 5L,Gaseosas,$3800.00,coca-zero-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-zero-1-5l
Fanta 1.5L,Gaseosas,$3300.00,fanta-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/fanta-15l
Fanta 500ml,Gaseosas,$1500.00,fanta-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/fanta-500ml
Fanta Lata 355ml,Gaseosas,$1300.00,fanta-lata-355ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/fanta-lata-355ml
Coca Cola Lata 355ml,Gaseosas,$1300.00,coca-cola-lata-355ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-lata-355ml
Coca Cola Zero Lata 355ml,Gaseosas,$1300.00,coca-cola-zero-lata-355ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/coca-cola-zero-lata-355ml
Mirinda Lata 355ml,Gaseosas,$1300.00,mirinda-lata-355ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/mirinda-lata-355ml
Pepsi Lata 355ml,Gaseosas,$1300.00,pepsi-lata-355ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/pepsi-lata-355ml
Paso De Los Toros 500ml,Gaseosas,$1500.00,paso-de-los-toros-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/paso-de-los-toros-500ml
Paso De Los Toros Pomelo 1 5L,Gaseosas,$3600.00,paso-de-los-toros-pomelo-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/paso-de-los-toros-pomelo-1-5l
Paso De Los Toros Pomelo 269ml,Gaseosas,$1100.00,paso-de-los-toros-pomelo-269ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/paso-de-los-toros-pomelo-269ml
Paso De Los Toros Tonica 1 5L,Gaseosas,$3600.00,paso-de-los-toros-tonica-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/paso-de-los-toros-tonica-1-5l
Paso De Los Toros Tonica Zero 1 5L,Gaseosas,$3500.00,paso-de-los-toros-tonica-zero-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/paso-de-los-toros-tonica-zero-1-5l
Pepsi 1 5L,Gaseosas,$3800.00,pepsi-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/pepsi-1-5l
Pepsi 2L,Gaseosas,$2000.00,pepsi-2l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/pepsi-2l
Pepsi 500ml,Gaseosas,$1500.00,pepsi-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/pepsi-500ml
Pritty 2.25L,Gaseosas,$2800.00,pritty-225l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/pritty-225l
Gaseosa Rumipal Citrus 1.5L,Gaseosas,$1500.00,gaseosa-rumipal-citrus-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/gaseosa-rumipal-citrus-15l
Gaseosa Rumipal Lima Limon 2.25L,Gaseosas,$1500.00,gaseosa-rumipal-lima-limon-225l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/gaseosa-rumipal-lima-limon-225l
Gaseosa Rumipal Limon 2.25L,Gaseosas,$1500.00,gaseosa-rumipal-limon-225l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/gaseosa-rumipal-limon-225l
Gaseosa Rumipal Naranja 2.25L,Gaseosas,$1500.00,gaseosa-rumipal-naranja-225l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/gaseosa-rumipal-naranja-225l
Gaseosa Rumipal Pomelo 1.5L,Gaseosas,$1500.00,gaseosa-rumipal-pomelo-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/gaseosa-rumipal-pomelo-15l
Gaseosa Rumipal Pomelo 2.25L,Gaseosas,$1500.00,gaseosa-rumipal-pomelo-225l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/gaseosa-rumipal-pomelo-225l
Gaseosa Rumipal Tonica 1.5L,Gaseosas,$1600.00,gaseosa-rumipal-tonica-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/gaseosa-rumipal-tonica-15l
Schweppes Pomelo Zero 1 5L,Gaseosas,$3800.00,schweppes-pomelo-zero-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/schweppes-pomelo-zero-1-5l
Schweppes Tonica 1 5L,Gaseosas,$3200.00,schweppes-tonica-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/schweppes-tonica-1-5l
Seven Up 2L,Gaseosas,$2500.00,seven-up-2l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/seven-up-2l
Seven Up Lata 355ml,Gaseosas,$1300.00,seven-up-lata-355ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/seven-up-lata-355ml
Seven Up 1.5L,Gaseosas,$3200.05,seven-up-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/seven-up-15l
Sprite 1.5L,Gaseosas,$4000.00,sprite-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/sprite-15l
Sprite 2.25L,Gaseosas,$4200.00,sprite-225l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/sprite-225l
Sprite 500ml,Gaseosas,$1500.00,sprite-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/sprite-500ml
Sprite Lata 355ml,Gaseosas,$1300.00,sprite-lata-355ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/gaseosas/sprite-lata-355ml
Monster Blanco 473ml,Energizantes,$3000.00,monster-blanco-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/monster-blanco-473ml
Monster Chicle 473ml,Energizantes,$3000.00,monster-chicle-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/monster-chicle-473ml
Monster Clásico 473ml,Energizantes,$3000.00,monster-clasico-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/monster-clasico-473ml
Monster Mango 473ml,Energizantes,$3000.00,monster-mango-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/monster-mango-473ml
Monster Naranja 473ml,Energizantes,$3000.00,monster-naranja-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/monster-naranja-473ml
Monster Sandia,Energizantes,$3000.00,monster-sandia,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/monster-sandia
Red Bull 255ml,Energizantes,$3300.00,red-bull-255ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/red-bull-255ml
Speed 473ml,Energizantes,$3000.00,speed-473ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/energizantes/speed-473ml
Agua Rumipal 2L,Aguas y Sodas,$1500.00,agua-rumipal-2l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-rumipal-2l
Agua Rumipal 500ml,Aguas y Sodas,$800.00,agua-rumipal-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-rumipal-500ml
Agua Bonaqua 1 5L,Aguas y Sodas,$1800.00,agua-bonaqua-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-bonaqua-1-5l
Agua Bonaqua 500ml,Aguas y Sodas,$1400.00,agua-bonaqua-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-bonaqua-500ml
Soda Rumipal Botella 1.5L,Aguas y Sodas,$1200.00,soda-rumipal-botella-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/soda-rumipal-botella-15l
Soda Rumipal Sifon,Aguas y Sodas,$1600.00,soda-rumipal-sifon,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/soda-rumipal-sifon
Agua Rumipal Bidon 6L,Aguas y Sodas,$2500.00,agua-rumipal-bidon-6l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-rumipal-bidon-6l
Agua Bonaqua 2.5L,Aguas y Sodas,$2500.00,agua-bonaqua-25l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-bonaqua-25l
Aquarius Limonada 1L,Aguas y Sodas,$3200.00,aquarius-limonada-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-limonada-1l
Aquarius Limonada 500ml,Aguas y Sodas,$1500.00,aquarius-limonada-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-limonada-500ml
Aquarius Manzana 1L,Aguas y Sodas,$3000.00,aquarius-manzana-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-manzana-1l
Aquarius Manzana 500ml,Aguas y Sodas,$1500.00,aquarius-manzana-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-manzana-500ml
Aquarius Naranja 1L,Aguas y Sodas,$3000.00,aquarius-naranja-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-naranja-1l
Aquarius Naranja 500ml,Aguas y Sodas,$1500.00,aquarius-naranja-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-naranja-500ml
Aquarius Pera 1L,Aguas y Sodas,$3200.00,aquarius-pera-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-pera-1l
Aquarius Pera 500ml,Aguas y Sodas,$1500.00,aquarius-pera-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-pera-500ml
Aquarius Pomelo 1L,Aguas y Sodas,$3200.00,aquarius-pomelo-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-pomelo-1l
Aquarius Pomelo 500ml,Aguas y Sodas,$1500.00,aquarius-pomelo-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-pomelo-500ml
Aquarius Uva 1L,Aguas y Sodas,$3200.00,aquarius-uva-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-uva-1l
Aquarius Uva 500ml,Aguas y Sodas,$1500.00,aquarius-uva-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/aquarius-uva-500ml
Agua Sab Rumipal Manzana 1.5L,Aguas y Sodas,$1300.00,agua-sab-rumipal-manzana-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-sab-rumipal-manzana-15l
Agua Sab Rumipal Naranja 500ml,Aguas y Sodas,$1000.00,agua-sab-rumipal-naranja-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-sab-rumipal-naranja-500ml
Agua Sab Rumipal Pomelo 1.5L,Aguas y Sodas,$1300.00,agua-sab-rumipal-pomelo-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-sab-rumipal-pomelo-15l
Agua Sab Rumipal Pomelo 500ml,Aguas y Sodas,$1000.00,agua-sab-rumipal-pomelo-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/aguas-y-sodas/agua-sab-rumipal-pomelo-500ml
Baggio Durazno L,Jugos e Isotónicas,$2200.00,baggio-durazno-l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/baggio-durazno-l
Baggio Multiruta 1L,Jugos e Isotónicas,$2200.00,baggio-multiruta-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/baggio-multiruta-1l
Baggio Naranja 1L,Jugos e Isotónicas,$2200.00,baggio-naranja-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/baggio-naranja-1l
Cepita Durazno 1.5L ,Jugos e Isotónicas,$3200.00,cepita-durazno-15l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/cepita-durazno-15l
Cepita Naranja 1L,Jugos e Isotónicas,$2500.00,cepita-naranja-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/cepita-naranja-1l
Cepita Durazno 1L,Jugos e Isotónicas,$2500.00,cepita-durazno-1l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/cepita-durazno-1l
Cepita Naranja 1 5L,Jugos e Isotónicas,$3400.00,cepita-naranja-1-5l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/cepita-naranja-1-5l
Gatorade Azul 1.25L,Jugos e Isotónicas,$4200.00,gatorade-azul-125l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/gatorade-azul-125l
Gatorade Azul 500ml,Jugos e Isotónicas,$3000.00,gatorade-azul-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/gatorade-azul-500ml
Gatorade Manzana 1.25L,Jugos e Isotónicas,$4200.00,gatorade-manzana-125l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/gatorade-manzana-125l
Gatorade Manzana 500ml,Jugos e Isotónicas,$2500.00,gatorade-manzana-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/gatorade-manzana-500ml
Gatorade Naranja 1.25L,Jugos e Isotónicas,$4200.00,gatorade-naranja-125l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/gatorade-naranja-125l
Gatorade Roja 1.25L,Jugos e Isotónicas,$4200.00,gatorade-roja-125l,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/gatorade-roja-125l
Gatorade Rojo 500ml,Jugos e Isotónicas,$3000.00,gatorade-rojo-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/gatorade-rojo-500ml
Powerade Frutas Tropicales 995ml ,Jugos e Isotónicas,$2600.00,powerade-frutas-tropicales-995ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/powerade-frutas-tropicales-995ml
Powerade Mountain Blast 995ml ,Jugos e Isotónicas,$2600.00,powerade-mountain-blast-995ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/powerade-mountain-blast-995ml
Powerade Azul 500ml,Jugos e Isotónicas,$2200.00,powerade-azul-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/powerade-azul-500ml
Powerade Rojo 500ml,Jugos e Isotónicas,$2200.00,powerade-rojo-500ml,https://upfnswxvjbbhffsildji.supabase.co/storage/v1/object/public/toma-images/jugos-e-isotonicas/powerade-rojo-500ml
